# timestamp[ns] w.x w.y w.z a.x a.y a.z
1650458797930871964 -0.022702 0.108153 0.020894 -0.317007 -9.562284 -2.346300
1650458797935819864 -0.024437 0.106418 0.019159 -0.327081 -9.585763 -2.343072
1650458797940796852 -0.024437 0.108164 0.012178 -0.336873 -9.558852 -2.367236
1650458797945773840 -0.027927 0.102928 0.010432 -0.338843 -9.586376 -2.405564
1650458797950750828 -0.031418 0.106418 0.006942 -0.372279 -9.601026 -2.445751
1650458797955728054 -0.024437 0.108164 0.005196 -0.386667 -9.560215 -2.451617
1650458797960705996 -0.024437 0.102928 0.003451 -0.379552 -9.536525 -2.459636
1650458797965682983 -0.019201 0.106418 0.003451 -0.360804 -9.500686 -2.460385
1650458797970659971 -0.017455 0.104673 -0.000040 -0.332320 -9.512192 -2.417511
1650458797970922947 -0.017548 0.104857 -0.000040 -0.331201 -9.512778 -2.415800
1650458797975636959 -0.019201 0.108164 -0.000040 -0.311134 -9.523285 -2.385118
1650458797980613947 -0.019201 0.108164 0.001706 -0.299903 -9.523938 -2.355283
1650458797985590935 -0.020946 0.104673 0.003451 -0.272254 -9.515460 -2.325151
1650458797990567923 -0.026182 0.109909 0.005196 -0.259983 -9.497902 -2.339126
1650458797995544910 -0.033163 0.111654 0.012178 -0.259070 -9.513790 -2.341391
1650458798000521898 -0.045381 0.115145 0.012178 -0.232295 -9.536182 -2.368263
1650458798005498886 -0.048871 0.118636 0.019159 -0.238820 -9.548572 -2.416254
1650458798010476828 -0.054107 0.113400 0.026140 -0.267348 -9.585221 -2.439355
1650458798010973930 -0.054107 0.113923 0.026140 -0.271266 -9.586384 -2.443220
1650458798015454054 -0.054107 0.118636 0.026140 -0.306571 -9.596865 -2.478047
1650458798020431042 -0.054107 0.115145 0.026140 -0.318853 -9.617714 -2.536540
1650458798025408030 -0.052362 0.113400 0.036612 -0.366481 -9.655308 -2.578424
1650458798030385017 -0.047126 0.116890 0.041848 -0.406692 -9.627694 -2.590050
1650458798035362005 -0.040145 0.108164 0.047084 -0.389562 -9.607876 -2.580672
1650458798040338993 -0.027927 0.109909 0.047084 -0.398031 -9.586006 -2.542087
1650458798044146061 -0.021252 0.112579 0.045749 -0.390795 -9.569977 -2.511477
1650458798045315981 -0.019201 0.113400 0.045339 -0.388571 -9.565051 -2.502071
1650458798050292969 -0.022691 0.106418 0.048830 -0.349341 -9.544162 -2.423268
1650458798055270910 -0.020946 0.104673 0.047084 -0.309687 -9.574166 -2.402099
1650458798060247898 -0.026182 0.104673 0.052320 -0.250526 -9.607929 -2.421145
1650458798065224886 -0.024437 0.109909 0.052320 -0.288978 -9.545827 -2.391410
1650458798070201874 -0.033163 0.106418 0.055811 -0.338544 -9.541955 -2.361951
1650458798075178862 -0.038399 0.111654 0.059302 -0.358488 -9.557922 -2.293576
1650458798080155849 -0.048871 0.111654 0.057556 -0.377897 -9.566608 -2.274803
1650458798084197044 -0.054540 0.107403 0.056139 -0.369887 -9.601000 -2.291482
1650458798085132837 -0.055853 0.106418 0.055811 -0.368033 -9.608963 -2.295344
1650458798090110064 -0.066325 0.104673 0.064537 -0.351057 -9.698690 -2.327065
1650458798095087051 -0.069815 0.108164 0.062792 -0.400399 -9.729760 -2.387069
1650458798100064039 -0.071561 0.097692 0.062792 -0.430412 -9.797997 -2.439656
1650458798105041981 -0.068070 0.088965 0.062792 -0.451718 -9.827516 -2.526367
1650458798110018969 -0.069815 0.083729 0.052320 -0.490872 -9.809014 -2.555083
1650458798114995956 -0.055853 0.087220 0.050575 -0.520227 -9.825080 -2.564863
1650458798119972944 -0.048871 0.078493 0.052320 -0.538572 -9.808393 -2.561234
1650458798124248028 -0.044374 0.079992 0.044824 -0.538761 -9.840965 -2.521815
1650458798124949932 -0.043635 0.080238 0.043594 -0.538792 -9.846313 -2.515343
1650458798129926920 -0.041890 0.069766 0.038358 -0.537326 -9.881424 -2.504190
1650458798134903908 -0.036654 0.069766 0.034867 -0.515446 -9.871652 -2.478698
1650458798139880896 -0.036654 0.073257 0.029631 -0.476566 -9.863590 -2.498006
1650458798144857883 -0.033163 0.076748 0.027886 -0.446609 -9.850246 -2.515225
1650458798149836063 -0.031418 0.076748 0.022650 -0.420280 -9.872631 -2.514131
1650458798154813051 -0.033163 0.087220 0.017414 -0.419262 -9.898493 -2.503370
1650458798159790039 -0.031418 0.083729 0.015668 -0.411732 -9.889281 -2.483349
1650458798164299011 -0.018768 0.082148 0.020412 -0.420253 -9.826151 -2.462225
1650458798164767027 -0.017455 0.081984 0.020904 -0.421137 -9.819598 -2.460033
1650458798169744015 -0.017455 0.083729 0.020904 -0.425012 -9.761107 -2.423815
1650458798174721003 -0.015710 0.080238 0.027886 -0.394831 -9.723843 -2.408708
1650458798179697990 -0.013965 0.078493 0.031376 -0.366214 -9.695381 -2.365339
1650458798184675932 -0.012219 0.073257 0.036612 -0.349244 -9.672558 -2.308570
1650458798189651966 -0.017455 0.075002 0.045339 -0.353947 -9.639441 -2.273520
1650458798194629908 -0.013965 0.076748 0.052320 -0.385270 -9.601120 -2.265142
1650458798199606895 -0.017455 0.071512 0.061047 -0.424926 -9.578823 -2.258077
1650458798204349995 -0.017455 0.064859 0.064373 -0.459134 -9.560163 -2.222181
1650458798204583883 -0.017455 0.064530 0.064537 -0.460822 -9.559242 -2.220410
1650458798209560871 -0.020946 0.061040 0.062792 -0.484569 -9.557247 -2.202455
1650458798214537859 -0.020946 0.057549 0.064537 -0.520496 -9.564421 -2.230663
1650458798219514847 -0.029673 0.054058 0.055811 -0.530372 -9.600402 -2.253128
1650458798224491835 -0.036654 0.057549 0.050575 -0.507035 -9.613940 -2.276423
1650458798229469061 -0.036654 0.066276 0.043594 -0.511347 -9.600594 -2.280671
1650458798234447002 -0.043635 0.069766 0.029631 -0.517838 -9.622500 -2.305378
1650458798239423990 -0.050617 0.073257 0.017414 -0.471599 -9.695839 -2.352513
1650458798244400024 -0.061087 0.081982 0.006943 -0.400332 -9.794631 -2.422464
1650458798244400978 -0.061089 0.081984 0.006942 -0.400321 -9.794646 -2.422475
1650458798249377966 -0.069815 0.088965 -0.000040 -0.323788 -9.869140 -2.504368
1650458798254354954 -0.071561 0.099437 -0.001785 -0.264800 -9.923712 -2.615831
1650458798259331942 -0.071561 0.113400 -0.007021 -0.229943 -9.941056 -2.689317
1650458798264308929 -0.064579 0.116890 -0.008766 -0.185698 -9.964182 -2.710915
1650458798269285917 -0.052362 0.120381 -0.000040 -0.166863 -9.974127 -2.710854
1650458798274262905 -0.048871 0.123872 0.008687 -0.168255 -9.956747 -2.705042
1650458798279240847 -0.036654 0.115145 0.019159 -0.151077 -9.943829 -2.679134
1650458798284217834 -0.033163 0.116890 0.033122 -0.143818 -9.919577 -2.633225
1650458798284451008 -0.033082 0.116809 0.033694 -0.144087 -9.918207 -2.630704
1650458798289195061 -0.031418 0.115145 0.045339 -0.149549 -9.890323 -2.579432
1650458798294172049 -0.027927 0.116890 0.057556 -0.175370 -9.861818 -2.551936
1650458798299149036 -0.027927 0.122126 0.073264 -0.224252 -9.812777 -2.542394
1650458798304126024 -0.026182 0.122126 0.081991 -0.299947 -9.757747 -2.519096
1650458798309103012 -0.024437 0.115145 0.094208 -0.389395 -9.735819 -2.509820
1650458798314080000 -0.019201 0.099437 0.104680 -0.478921 -9.724009 -2.504008
1650458798319057941 -0.017455 0.094201 0.113407 -0.558047 -9.686665 -2.500929
1650458798324034929 -0.015710 0.090710 0.118643 -0.631528 -9.662444 -2.491454
1650458798324501991 -0.014891 0.091202 0.118315 -0.640528 -9.660709 -2.490263
1650458798329011917 -0.006983 0.095946 0.115152 -0.727409 -9.643964 -2.478764
1650458798333988905 -0.005238 0.092456 0.118643 -0.816944 -9.634913 -2.463347
1650458798338965893 -0.003493 0.087220 0.113407 -0.902750 -9.616596 -2.461400
1650458798343942881 -0.003493 0.076748 0.099444 -0.956058 -9.594247 -2.471560
1650458798348919868 -0.005238 0.071512 0.092463 -0.962139 -9.585389 -2.470039
1650458798353896856 -0.005238 0.075002 0.081991 -0.954530 -9.610130 -2.442759
1650458798358875036 -0.012219 0.087220 0.066283 -0.938844 -9.655335 -2.407490
1650458798363852024 -0.027927 0.094201 0.050575 -0.933135 -9.687331 -2.406085
1650458798364552975 -0.028911 0.093955 0.048608 -0.931458 -9.692210 -2.412860
1650458798368829012 -0.034909 0.092456 0.036612 -0.921224 -9.721977 -2.454188
1650458798373806000 -0.050617 0.090710 0.024395 -0.883526 -9.772269 -2.522187
1650458798378782988 -0.059343 0.090710 0.010432 -0.834211 -9.822053 -2.601633
1650458798383759975 -0.059343 0.095946 0.003451 -0.784859 -9.868685 -2.672514
1650458798388736963 -0.061089 0.090710 -0.001785 -0.731012 -9.899082 -2.723168
1650458798393713951 -0.055853 0.092456 -0.008766 -0.666950 -9.906342 -2.762239
1650458798398690939 -0.050617 0.090710 -0.010512 -0.601684 -9.899419 -2.774337
1650458798403668880 -0.041890 0.092456 -0.014002 -0.546339 -9.887600 -2.744719
1650458798404603958 -0.039595 0.091472 -0.012691 -0.536943 -9.883138 -2.738842
1650458798408645868 -0.029673 0.087220 -0.007021 -0.496320 -9.863850 -2.713433
1650458798413622856 -0.024437 0.087220 -0.000040 -0.465108 -9.845034 -2.697698
1650458798418599844 -0.017455 0.080238 0.005196 -0.478702 -9.819089 -2.682848
1650458798423576832 -0.010474 0.073257 0.012178 -0.494155 -9.787260 -2.653165
1650458798428554058 -0.010474 0.068021 0.019159 -0.474249 -9.767647 -2.637372
1650458798433531046 -0.003493 0.069766 0.027886 -0.439370 -9.763933 -2.622219
1650458798438508034 -0.000002 0.075002 0.041848 -0.409501 -9.759343 -2.592204
1650458798443485022 0.005234 0.062785 0.055811 -0.394547 -9.744738 -2.582155
1650458798444653988 0.006054 0.059915 0.057451 -0.394606 -9.740352 -2.589322
1650458798448462009 0.008725 0.050568 0.062792 -0.394797 -9.726064 -2.612666
1650458798453439951 0.012215 0.040096 0.071519 -0.409867 -9.702108 -2.661571
1650458798458416939 0.017451 0.040096 0.076755 -0.445388 -9.665628 -2.674781
1650458798463393927 0.027923 0.047077 0.081991 -0.478810 -9.632877 -2.627497
1650458798468370914 0.031414 0.047077 0.085481 -0.520074 -9.602427 -2.553628
1650458798473347902 0.033159 0.043587 0.085481 -0.557740 -9.595423 -2.490017
1650458798478324890 0.029668 0.041841 0.080245 -0.577683 -9.606989 -2.447504
1650458798483301878 0.022687 0.040096 0.075009 -0.569845 -9.651161 -2.451836
1650458798484704971 0.019735 0.042064 0.071565 -0.559959 -9.668382 -2.458753
1650458798488278866 0.012215 0.047077 0.062792 -0.534779 -9.712245 -2.476369
1650458798493255854 0.010470 0.054058 0.052320 -0.495203 -9.737300 -2.524722
1650458798498234034 0.005234 0.066276 0.040103 -0.466947 -9.722994 -2.564664
1650458798503211021 0.003489 0.075002 0.027886 -0.464421 -9.687516 -2.566408
1650458798508188009 0.003489 0.068021 0.027886 -0.444369 -9.649605 -2.585382
1650458798513164997 0.003489 0.068021 0.019159 -0.404429 -9.635913 -2.582510
1650458798518141985 -0.000002 0.061040 0.019159 -0.376914 -9.660739 -2.558887
1650458798523118973 -0.001747 0.061040 0.015668 -0.351194 -9.707719 -2.551675
1650458798524755955 -0.004618 0.061614 0.015094 -0.339386 -9.714744 -2.557747
1650458798528095961 -0.010474 0.062785 0.013923 -0.315295 -9.729076 -2.570137
1650458798533072948 -0.003493 0.061040 0.017414 -0.281681 -9.708477 -2.636718
1650458798538049936 -0.010474 0.061040 0.022650 -0.264392 -9.679263 -2.719018
1650458798543027878 -0.006983 0.064530 0.022650 -0.241564 -9.665345 -2.765968
1650458798548004866 -0.003493 0.066276 0.029631 -0.224685 -9.669406 -2.769779
1650458798552981853 0.003489 0.062785 0.036612 -0.234316 -9.665103 -2.753395
1650458798557958841 0.006979 0.057549 0.045339 -0.260644 -9.640010 -2.740092
1650458798562935829 0.012215 0.052313 0.061047 -0.310366 -9.613790 -2.730343
1650458798564806938 0.012215 0.052313 0.061703 -0.322671 -9.615240 -2.716664
1650458798567913055 0.012215 0.052313 0.062792 -0.343096 -9.617646 -2.693957
1650458798572890997 0.010470 0.054058 0.069773 -0.342771 -9.650283 -2.671981
1650458798577867031 0.001743 0.061040 0.075009 -0.347020 -9.710048 -2.662927
1650458798582844019 0.003489 0.062785 0.080245 -0.357115 -9.730129 -2.653395
1650458798587821960 -0.000002 0.062785 0.083736 -0.394981 -9.701340 -2.685393
1650458798592798948 -0.000002 0.057549 0.081991 -0.444810 -9.707867 -2.672088
1650458798597775936 -0.000002 0.050568 0.080245 -0.451619 -9.701178 -2.660901
1650458798602752924 -0.000002 0.047077 0.078500 -0.448648 -9.667603 -2.674785
1650458798604857922 -0.000002 0.047815 0.078500 -0.448629 -9.663425 -2.683110
1650458798607729912 -0.000002 0.048823 0.078500 -0.448602 -9.657724 -2.694469
1650458798612706900 -0.000002 0.048823 0.069773 -0.448653 -9.664978 -2.692436
1650458798617683887 -0.005238 0.050568 0.068028 -0.456059 -9.666428 -2.675241
1650458798622661829 -0.003493 0.054058 0.061047 -0.443299 -9.630133 -2.684595
1650458798627637863 -0.000002 0.057549 0.062792 -0.445604 -9.572659 -2.681114
1650458798632616043 -0.000002 0.057549 0.057556 -0.447612 -9.534404 -2.647961
1650458798637593031 -0.006983 0.054058 0.059302 -0.440009 -9.550056 -2.623754
1650458798642570019 -0.008729 0.043587 0.059302 -0.430182 -9.565371 -2.634893
1650458798644908905 -0.010369 0.040306 0.061762 -0.425485 -9.559953 -2.651395
1650458798647547007 -0.012219 0.036605 0.064537 -0.420187 -9.553842 -2.670008
1650458798652523994 -0.017455 0.040096 0.064537 -0.418354 -9.575606 -2.725597
1650458798657500982 -0.017455 0.036605 0.069773 -0.402490 -9.568971 -2.784799
1650458798662477970 -0.013965 0.038351 0.066283 -0.422696 -9.559322 -2.868260
1650458798667455912 -0.017455 0.045332 0.066283 -0.436447 -9.558020 -2.901277
1650458798672432899 -0.013965 0.045332 0.066283 -0.470731 -9.540049 -2.904990
1650458798677409887 -0.012219 0.045332 0.068028 -0.485852 -9.535111 -2.888727
1650458798682386875 -0.010474 0.040096 0.062792 -0.553828 -9.546562 -2.853288
1650458798684958935 -0.011376 0.036488 0.061890 -0.569091 -9.546760 -2.837257
1650458798687363863 -0.012219 0.033115 0.061047 -0.583362 -9.546945 -2.822268
1650458798692340851 -0.012219 0.022643 0.055811 -0.628189 -9.502340 -2.817529
1650458798697317839 -0.019201 0.012171 0.048830 -0.686437 -9.499988 -2.809661
1650458798702294827 -0.024437 -0.000047 0.036612 -0.695008 -9.517616 -2.800079
1650458798707272053 -0.029673 -0.012264 0.031376 -0.669285 -9.531250 -2.824392
1650458798712249041 -0.034909 -0.015755 0.019159 -0.613475 -9.545025 -2.845085
1650458798717226982 -0.040145 -0.012264 0.001706 -0.580045 -9.549155 -2.873333
1650458798722203970 -0.047126 -0.003537 -0.008766 -0.532373 -9.533523 -2.858450
1650458798725009918 -0.053030 -0.000585 -0.014670 -0.509292 -9.528904 -2.866927
1650458798727180958 -0.057598 0.001699 -0.019238 -0.491434 -9.525331 -2.873486
1650458798732157946 -0.057598 0.008680 -0.027965 -0.469631 -9.535589 -2.902134
1650458798737134933 -0.059343 0.017407 -0.038437 -0.440872 -9.556914 -2.922873
1650458798742111921 -0.064579 0.026133 -0.045418 -0.401941 -9.561156 -2.933298
1650458798747088909 -0.078542 0.027879 -0.047164 -0.344110 -9.609309 -2.915905
1650458798752065897 -0.076797 0.036605 -0.052400 -0.275390 -9.644590 -2.923405
1650458798757043839 -0.080287 0.048823 -0.048909 -0.233727 -9.659586 -2.960853
1650458798762020826 -0.085523 0.050568 -0.041928 -0.203236 -9.645424 -3.018623
1650458798765060902 -0.086589 0.052700 -0.037663 -0.185016 -9.641681 -3.060438
1650458798766998053 -0.087269 0.054058 -0.034946 -0.173406 -9.639295 -3.087084
1650458798771975040 -0.085523 0.055804 -0.024474 -0.162452 -9.629687 -3.080559
1650458798776952028 -0.083778 0.059294 -0.010512 -0.171661 -9.629548 -3.099316
1650458798781929016 -0.076797 0.052313 -0.000040 -0.162402 -9.639314 -3.090397
1650458798786906004 -0.076797 0.055804 0.017414 -0.191360 -9.656235 -3.061698
1650458798791882992 -0.073306 0.045332 0.031376 -0.211573 -9.674246 -3.042147
1650458798796859980 -0.071561 0.048823 0.047084 -0.261038 -9.680864 -3.022933
1650458798801836967 -0.062834 0.047077 0.061047 -0.340299 -9.646903 -3.023179
1650458798805111885 -0.058241 0.045929 0.065640 -0.385802 -9.598624 -3.016247
1650458798806814909 -0.055853 0.045332 0.068028 -0.409467 -9.573514 -3.012642
1650458798811791897 -0.048871 0.041841 0.083736 -0.480076 -9.538237 -2.963353
1650458798816768885 -0.043635 0.040096 0.085481 -0.628366 -9.517716 -2.915285
1650458798821745872 -0.036654 0.036605 0.090717 -0.736936 -9.469925 -2.875257
1650458798826722860 -0.033163 0.031369 0.085481 -0.825236 -9.401370 -2.806240
1650458798831699848 -0.027927 0.029624 0.088972 -0.893685 -9.299274 -2.746104
1650458798836676836 -0.022691 0.033115 0.078500 -0.949726 -9.273957 -2.685413
1650458798841655016 -0.029673 0.024388 0.068028 -0.940047 -9.253366 -2.598055
1650458798845162868 -0.033363 0.026848 0.063108 -0.940983 -9.266838 -2.563776
1650458798846632004 -0.034909 0.027879 0.061047 -0.941374 -9.272481 -2.549418
1650458798851608992 -0.048871 0.026133 0.045339 -0.959476 -9.313511 -2.518812
1650458798856585979 -0.064579 0.022643 0.038358 -0.949564 -9.405311 -2.603005
1650458798861562967 -0.078542 0.026133 0.019159 -0.928755 -9.482917 -2.735151
1650458798866539955 -0.090759 0.034860 0.005196 -0.890774 -9.580709 -2.893727
1650458798871516943 -0.087269 0.041841 -0.005276 -0.859888 -9.675743 -3.040478
1650458798876493931 -0.085523 0.045332 -0.012257 -0.809770 -9.749737 -3.160937
1650458798881471872 -0.071561 0.045332 -0.027965 -0.754910 -9.793983 -3.282151
1650458798885212898 -0.059754 0.045332 -0.027965 -0.739199 -9.804851 -3.324203
1650458798886448860 -0.055853 0.045332 -0.027965 -0.734008 -9.808442 -3.338097
1650458798891425848 -0.034909 0.048823 -0.033201 -0.703091 -9.830776 -3.357962
1650458798896402836 -0.017455 0.043587 -0.034946 -0.668599 -9.856052 -3.316179
1650458798901380062 -0.000002 0.041841 -0.038437 -0.673056 -9.900656 -3.322648
1650458798906357050 0.010470 0.041841 -0.038437 -0.696701 -9.840316 -3.303688
1650458798911334038 0.022687 0.041841 -0.040182 -0.684426 -9.735478 -3.286240
1650458798916311026 0.033159 0.047077 -0.043673 -0.659164 -9.662910 -3.229185
1650458798921288967 0.040140 0.048823 -0.041928 -0.607370 -9.632435 -3.142304
1650458798925263882 0.044322 0.043247 -0.037746 -0.558007 -9.606486 -3.090107
1650458798926265955 0.045376 0.041841 -0.036692 -0.545564 -9.599945 -3.076950
1650458798931242943 0.047122 0.034860 -0.027965 -0.487829 -9.545152 -3.048335
1650458798936219931 0.048867 0.027879 -0.010512 -0.483548 -9.462219 -3.067730
1650458798941196918 0.054103 0.027879 -0.000040 -0.465040 -9.400622 -3.041179
1650458798946173906 0.062830 0.024388 0.017414 -0.456440 -9.329187 -2.982695
1650458798951150894 0.062830 0.029624 0.027886 -0.455864 -9.268482 -2.896757
1650458798956127882 0.064575 0.029624 0.038358 -0.468334 -9.254941 -2.823127
1650458798961104870 0.062830 0.027879 0.050575 -0.527958 -9.253740 -2.741057
1650458798965314865 0.056924 0.029355 0.055004 -0.576773 -9.284642 -2.697359
1650458798966081858 0.055848 0.029624 0.055811 -0.585667 -9.290272 -2.689398
1650458798971058846 0.052358 0.029624 0.059302 -0.646813 -9.266014 -2.662275
1650458798976037025 0.048867 0.038351 0.057556 -0.746213 -9.237906 -2.650216
1650458798981014013 0.041886 0.036605 0.054066 -0.828404 -9.201808 -2.665370
1650458798985991001 0.038395 0.038351 0.048830 -0.855677 -9.184391 -2.695150
1650458798990967989 0.033159 0.041841 0.038358 -0.868216 -9.229455 -2.725620
1650458798995944977 0.034904 0.043587 0.029631 -0.863806 -9.255510 -2.758296
1650458799000921965 0.033159 0.052313 0.017414 -0.879382 -9.271524 -2.795608
1650458799005365849 0.034717 0.058547 0.004947 -0.898715 -9.283260 -2.822514
1650458799005898952 0.034904 0.059294 0.003451 -0.901035 -9.284668 -2.825743
1650458799010876894 0.038395 0.054058 -0.000040 -0.892267 -9.256029 -2.843620
1650458799015853882 0.029668 0.048823 -0.010512 -0.868149 -9.247204 -2.824602
1650458799020830870 0.029668 0.050568 -0.022729 -0.852473 -9.289466 -2.791333
1650458799025807858 0.019197 0.047077 -0.026220 -0.813828 -9.347072 -2.784076
1650458799030784845 0.008725 0.041841 -0.027965 -0.760832 -9.405679 -2.829046
1650458799035761833 -0.005238 0.038351 -0.029710 -0.721456 -9.447699 -2.931479
1650458799040739059 -0.012219 0.045332 -0.036692 -0.672422 -9.507856 -3.037557
1650458799045416832 -0.023703 0.045332 -0.035051 -0.619873 -9.549077 -3.140063
1650458799045716047 -0.024437 0.045332 -0.034946 -0.616514 -9.551712 -3.146615
1650458799050693035 -0.026182 0.048823 -0.040182 -0.583884 -9.617202 -3.255695
1650458799055670977 -0.027927 0.059294 -0.036692 -0.547951 -9.664860 -3.318449
1650458799060647964 -0.020946 0.061040 -0.033201 -0.532533 -9.702419 -3.347245
1650458799065624952 -0.019201 0.059294 -0.024474 -0.531693 -9.701800 -3.351648
1650458799070601940 -0.010474 0.061040 -0.027965 -0.500670 -9.684324 -3.369870
1650458799075578928 -0.005238 0.062785 -0.017493 -0.454481 -9.669905 -3.350631
1650458799080555916 -0.000002 0.080238 -0.014002 -0.425850 -9.655432 -3.293032
1650458799085468054 0.006888 0.090574 -0.005389 -0.438608 -9.625227 -3.235675
1650458799085532904 0.006979 0.090710 -0.005276 -0.438776 -9.624829 -3.234919
1650458799090509892 0.008725 0.092456 0.003451 -0.488210 -9.584598 -3.191335
1650458799095486879 0.012215 0.087220 0.015668 -0.541600 -9.538268 -3.149676
1650458799100465059 0.012215 0.087220 0.022650 -0.596823 -9.482256 -3.111659
1650458799105442047 0.017451 0.087220 0.041848 -0.650333 -9.440961 -3.041552
1650458799110419035 0.015706 0.088965 0.048830 -0.718154 -9.412440 -2.955316
1650458799115396023 0.015706 0.083729 0.059302 -0.784877 -9.404851 -2.890785
1650458799120373011 0.012215 0.076748 0.057556 -0.851997 -9.413500 -2.840773
1650458799125349998 0.005234 0.073257 0.064537 -0.946005 -9.414460 -2.824018
1650458799125517845 0.005175 0.072904 0.064479 -0.949217 -9.414718 -2.824389
1650458799130326986 0.003489 0.062785 0.062792 -1.041203 -9.422106 -2.835020
1650458799135303974 -0.000002 0.064530 0.057556 -1.108328 -9.440749 -2.850391
1650458799140281916 -0.000002 0.062785 0.052320 -1.139030 -9.444669 -2.875163
1650458799145258904 -0.006983 0.059294 0.045339 -1.159062 -9.454720 -2.905229
1650458799150235891 -0.006983 0.062785 0.034867 -1.164932 -9.470066 -2.930513
1650458799155212879 -0.006983 0.064530 0.026140 -1.145530 -9.486990 -2.950360
1650458799160189867 -0.006983 0.066276 0.015668 -1.101172 -9.499907 -2.965051
1650458799165166855 -0.010474 0.069766 0.005196 -1.061212 -9.507266 -2.969737
1650458799165568829 -0.010474 0.070189 0.004914 -1.059594 -9.506112 -2.968901
1650458799170143843 -0.010474 0.075002 0.001706 -1.041174 -9.492975 -2.959389
1650458799175120831 -0.015710 0.073257 -0.003530 -1.016097 -9.483927 -2.939189
1650458799180098057 -0.017455 0.075002 -0.003530 -0.986385 -9.505732 -2.939777
1650458799185075998 -0.024437 0.066276 -0.001785 -0.946151 -9.507572 -2.964381
1650458799190052986 -0.027927 0.066276 -0.003530 -0.922620 -9.491119 -3.004123
1650458799195029974 -0.031418 0.062785 0.006942 -0.906754 -9.504239 -3.027149
1650458799200006962 -0.026182 0.052313 0.006942 -0.871633 -9.525171 -3.027068
1650458799204983950 -0.027927 0.043587 0.012178 -0.848367 -9.542901 -3.054261
1650458799205620050 -0.026812 0.042472 0.012178 -0.844988 -9.544323 -3.057059
1650458799209960938 -0.019201 0.034860 0.012178 -0.821926 -9.554032 -3.076156
1650458799214937925 -0.013965 0.036605 0.017414 -0.804390 -9.543349 -3.064689
1650458799219914913 -0.006983 0.036605 0.017414 -0.792877 -9.527828 -3.016362
1650458799224891901 -0.000002 0.040096 0.017414 -0.738366 -9.517141 -2.923483
1650458799229868889 -0.000002 0.041841 0.017414 -0.699032 -9.495465 -2.865696
1650458799234846830 -0.000002 0.040096 0.019159 -0.682819 -9.447931 -2.839235
1650458799239824057 -0.006983 0.047077 0.019159 -0.662654 -9.418232 -2.820694
1650458799244801044 -0.019201 0.059294 0.015668 -0.642747 -9.425963 -2.786831
1650458799245671034 -0.019506 0.062345 0.015058 -0.639279 -9.429280 -2.778181
1650458799249778032 -0.020946 0.076748 0.012178 -0.622903 -9.444941 -2.737339
1650458799254755020 -0.027927 0.097692 0.015668 -0.590953 -9.477762 -2.712288
1650458799259732008 -0.036654 0.095946 0.015668 -0.576146 -9.507286 -2.745731
1650458799264708996 -0.040145 0.102928 0.024395 -0.595112 -9.522278 -2.805590
1650458799269685984 -0.048871 0.104673 0.036612 -0.625091 -9.526416 -2.859115
1650458799274663925 -0.047126 0.108164 0.034867 -0.693454 -9.537728 -2.915875
1650458799279640913 -0.043635 0.104673 0.047084 -0.763884 -9.554925 -2.944186
1650458799284617901 -0.036654 0.101182 0.050575 -0.804337 -9.586311 -2.961426
1650458799285722017 -0.036654 0.100021 0.050962 -0.813968 -9.596251 -2.966057
1650458799289594889 -0.036654 0.095946 0.052320 -0.847747 -9.631117 -2.982301
1650458799294571877 -0.024437 0.092456 0.052320 -0.924243 -9.638203 -3.016244
1650458799299548864 -0.015710 0.090710 0.057556 -1.019899 -9.543439 -3.035538
1650458799304525852 -0.003493 0.087220 0.048830 -1.085189 -9.492074 -3.038680
1650458799309502840 -0.000002 0.087220 0.036612 -1.073834 -9.569193 -2.978275
1650458799314479828 -0.000002 0.092456 0.034867 -1.048141 -9.624746 -2.903346
1650458799319458008 0.005234 0.095946 0.027886 -1.041910 -9.597207 -2.854375
1650458799324434996 0.008725 0.087220 0.020904 -1.006284 -9.548943 -2.841773
1650458799325772047 0.009662 0.085344 0.019967 -1.002341 -9.532055 -2.843406
1650458799329411983 0.012215 0.080238 0.017414 -0.991606 -9.486080 -2.847851
1650458799334388971 0.010470 0.071512 0.017414 -0.962374 -9.412406 -2.885048
1650458799339365959 0.015706 0.075002 0.017414 -0.907623 -9.363560 -2.854008
1650458799344342947 0.015706 0.080238 0.013923 -0.862372 -9.359797 -2.779471
1650458799349319935 0.013961 0.088965 0.015668 -0.822488 -9.368725 -2.699899
1650458799354297876 0.005234 0.090710 0.017414 -0.782401 -9.348490 -2.634752
1650458799359274864 -0.001747 0.090710 0.019159 -0.787482 -9.319001 -2.649769
1650458799364251852 -0.012219 0.090710 0.024395 -0.822367 -9.287973 -2.666705
1650458799365823030 -0.015525 0.092363 0.026599 -0.832434 -9.275634 -2.667367
1650458799369228840 -0.022691 0.095946 0.031376 -0.854258 -9.248885 -2.668801
1650458799374205828 -0.031418 0.097692 0.033122 -0.853519 -9.279432 -2.692248
1650458799379183054 -0.036654 0.097692 0.036612 -0.836333 -9.347118 -2.730467
1650458799384160042 -0.045381 0.092456 0.034867 -0.848370 -9.410121 -2.778895
1650458799389137030 -0.047126 0.094201 0.036612 -0.876683 -9.462637 -2.837324
1650458799394114017 -0.041890 0.092456 0.033122 -0.914870 -9.496405 -2.889684
1650458799399091959 -0.036654 0.088965 0.027886 -0.954842 -9.509030 -2.915782
