# timestamp[ns] w.x w.y w.z a.x a.y a.z
1650458754496268034 0.020942 -0.118729 -0.036692 1.113983 -9.644009 -2.721703
1650458754501245022 0.024433 -0.129201 -0.036692 1.099414 -9.637257 -2.676886
1650458754506222010 0.010470 -0.134437 -0.031456 1.115906 -9.657998 -2.659168
1650458754511198997 0.005234 -0.141418 -0.024474 1.139406 -9.679161 -2.679847
1650458754513896942 0.001449 -0.138580 -0.020689 1.138858 -9.681860 -2.687179
1650458754516175032 -0.001747 -0.136182 -0.017493 1.138395 -9.684139 -2.693369
1650458754521152020 -0.010474 -0.137928 -0.024474 1.122837 -9.689483 -2.710110
1650458754526129007 -0.012219 -0.134437 -0.014002 1.108359 -9.705209 -2.734641
1650458754531105995 -0.017455 -0.130946 -0.012257 1.086928 -9.718856 -2.749232
1650458754536082983 -0.015710 -0.122220 -0.010512 1.051281 -9.720870 -2.742395
1650458754541059971 -0.019201 -0.123965 -0.008766 1.017360 -9.711763 -2.705426
1650458754546036959 -0.020946 -0.125710 -0.012257 0.975805 -9.703961 -2.667905
1650458754551013947 -0.027927 -0.125710 -0.010512 0.949710 -9.725182 -2.638722
1650458754555990934 -0.027927 -0.120474 -0.010512 0.921267 -9.780575 -2.616026
1650458754560967922 -0.036654 -0.122220 -0.017493 0.917628 -9.837283 -2.603076
1650458754565944910 -0.043635 -0.123965 -0.017493 0.918629 -9.887664 -2.618415
1650458754570921898 -0.047126 -0.127456 -0.024474 0.927100 -9.920823 -2.660955
1650458754573856831 -0.048155 -0.126427 -0.023445 0.938771 -9.926755 -2.686438
1650458754575898886 -0.048871 -0.125710 -0.022729 0.946892 -9.930883 -2.704169
1650458754580875874 -0.054107 -0.125710 -0.022729 0.960407 -9.921433 -2.769001
1650458754585852861 -0.047126 -0.137928 -0.026220 0.970269 -9.923816 -2.828951
1650458754590829849 -0.043635 -0.144909 -0.019238 0.993394 -9.904086 -2.871513
1650458754595806837 -0.034909 -0.148400 -0.017493 1.016835 -9.879538 -2.890868
1650458754600784063 -0.026182 -0.157126 -0.008766 1.030094 -9.879964 -2.880708
1650458754605761051 -0.026182 -0.157126 -0.005276 1.060278 -9.890474 -2.853988
1650458754610738039 -0.017455 -0.165853 0.003451 1.065893 -9.912895 -2.817703
1650458754615715027 -0.015710 -0.169344 0.015668 1.055794 -9.934553 -2.799029
1650458754620691061 -0.012219 -0.183306 0.031376 1.045836 -9.933207 -2.803063
1650458754625668049 -0.010474 -0.186797 0.033122 1.021941 -9.914789 -2.798972
1650458754630645037 -0.005238 -0.190288 0.043594 0.992332 -9.878713 -2.788876
1650458754633816957 -0.003014 -0.190288 0.050267 0.959627 -9.869807 -2.787331
1650458754635622025 -0.001747 -0.190288 0.054066 0.941011 -9.864738 -2.786451
1650458754640599012 -0.001747 -0.195524 0.054066 0.902940 -9.869939 -2.786917
1650458754645576000 -0.000002 -0.195524 0.052320 0.858446 -9.862875 -2.787284
1650458754650552988 0.008725 -0.188542 0.041848 0.830951 -9.838145 -2.824038
1650458754655529976 0.010470 -0.183306 0.034867 0.788883 -9.805354 -2.806711
1650458754660506964 0.017451 -0.171089 0.022650 0.762024 -9.765564 -2.781805
1650458754665483952 0.022687 -0.165853 0.012178 0.772575 -9.763850 -2.769417
1650458754670460939 0.027923 -0.167598 -0.000040 0.815238 -9.806683 -2.767285
1650458754675437927 0.031414 -0.165853 -0.014002 0.865001 -9.819146 -2.736075
1650458754680414915 0.041886 -0.169344 -0.024474 0.985613 -9.777462 -2.702388
1650458754685391903 0.045376 -0.178070 -0.012257 1.148740 -9.775459 -2.741640
1650458754690368891 0.050612 -0.174580 -0.005276 1.222918 -9.716593 -2.759915
1650458754693776846 0.054198 -0.180555 -0.001690 1.262769 -9.681430 -2.776764
1650458754695345879 0.055848 -0.183306 -0.000040 1.281116 -9.665242 -2.784521
1650458754700322866 0.061084 -0.185052 0.008687 1.316809 -9.627016 -2.821443
1650458754705299854 0.066320 -0.183306 0.013923 1.379809 -9.574233 -2.819036
1650458754710276842 0.075047 -0.165853 0.019159 1.392089 -9.546124 -2.767568
1650458754715253830 0.075047 -0.155381 0.031376 1.350733 -9.528965 -2.683449
1650458754720231056 0.073302 -0.148400 0.036612 1.284427 -9.503864 -2.602916
1650458754725208044 0.068066 -0.150145 0.040103 1.189419 -9.493962 -2.558143
1650458754730185032 0.059339 -0.150145 0.048830 1.115405 -9.497278 -2.527793
1650458754735162020 0.052358 -0.144909 0.048830 1.088949 -9.470248 -2.497963
1650458754740138054 0.050612 -0.146654 0.054066 1.069152 -9.456179 -2.485511
1650458754745115042 0.043631 -0.137928 0.054066 1.032098 -9.408918 -2.475342
1650458754750092030 0.038395 -0.132692 0.052320 1.001550 -9.340579 -2.491145
1650458754753736973 0.034560 -0.135248 0.051042 0.986495 -9.295591 -2.498735
1650458754755069017 0.033159 -0.136182 0.050575 0.980994 -9.279151 -2.501508
1650458754760046005 0.026178 -0.136182 0.052320 0.934313 -9.261744 -2.502753
1650458754765022993 0.017451 -0.137928 0.057556 0.938495 -9.288097 -2.503067
1650458754769999981 0.013961 -0.127456 0.054066 0.920872 -9.325729 -2.494699
1650458754774976969 0.010470 -0.123965 0.054066 0.919240 -9.337189 -2.475825
1650458754779953957 0.003489 -0.113493 0.054066 0.891483 -9.336723 -2.483889
1650458754784930944 0.003489 -0.113493 0.048830 0.843099 -9.315914 -2.494022
1650458754789907932 -0.000002 -0.108257 0.045339 0.802747 -9.303625 -2.504189
1650458754794884920 -0.005238 -0.106512 0.041848 0.743650 -9.346845 -2.496470
1650458754799861908 -0.012219 -0.101276 0.033122 0.692912 -9.412881 -2.497465
1650458754804838896 -0.012219 -0.110002 0.026140 0.652301 -9.461923 -2.517667
1650458754809815884 -0.012219 -0.110002 0.017414 0.669958 -9.524596 -2.576680
1650458754813696861 -0.010858 -0.110002 0.007887 0.692885 -9.543850 -2.623080
1650458754814792871 -0.010474 -0.110002 0.005196 0.699361 -9.549289 -2.636185
1650458754819769859 -0.010474 -0.113493 -0.001785 0.719135 -9.581640 -2.676363
1650458754824746847 -0.010474 -0.129201 -0.012257 0.728566 -9.645142 -2.765977
1650458754829723835 -0.000002 -0.125710 -0.022729 0.768324 -9.668616 -2.805483
1650458754834701061 0.001743 -0.129201 -0.026220 0.827755 -9.672958 -2.833962
1650458754839678049 0.010470 -0.123965 -0.040182 0.867411 -9.674125 -2.814797
1650458754844655037 0.013961 -0.125710 -0.048909 0.897308 -9.667484 -2.843010
1650458754849630833 0.017451 -0.120474 -0.055890 0.928186 -9.677973 -2.832568
1650458754854608059 0.024433 -0.111748 -0.064617 0.988479 -9.671317 -2.812022
1650458754859585047 0.020942 -0.104766 -0.066362 1.055683 -9.683125 -2.792643
1650458754864562988 0.015706 -0.104766 -0.064617 1.077956 -9.673348 -2.795109
1650458754869539022 0.017451 -0.099530 -0.061126 1.133373 -9.649008 -2.841864
1650458754873657942 0.011674 -0.096642 -0.046682 1.124051 -9.631611 -2.860482
1650458754874516010 0.010470 -0.096040 -0.043673 1.122109 -9.627987 -2.864361
1650458754879492998 0.015706 -0.099530 -0.034946 1.092400 -9.592760 -2.920558
1650458754884469986 0.013961 -0.110002 -0.020984 1.062389 -9.603641 -2.941705
1650458754889446974 0.022687 -0.106512 -0.010512 1.031314 -9.631964 -2.969376
1650458754894423962 0.027923 -0.101276 -0.001785 0.990305 -9.651435 -2.964064
1650458754899400949 0.036650 -0.104766 0.010432 0.938157 -9.684172 -2.911993
1650458754904377937 0.038395 -0.106512 0.017414 0.866048 -9.693137 -2.908289
1650458754909354925 0.047122 -0.106512 0.024395 0.777957 -9.648448 -2.873802
1650458754914331913 0.054103 -0.099530 0.029631 0.699794 -9.615450 -2.867722
1650458754919308901 0.055848 -0.097785 0.024395 0.630310 -9.589802 -2.817164
1650458754924285889 0.062830 -0.101276 0.022650 0.563713 -9.565464 -2.759481
1650458754929262877 0.061084 -0.103021 0.020904 0.518571 -9.554196 -2.711726
1650458754933617830 0.059557 -0.107603 0.019377 0.501169 -9.556334 -2.674479
1650458754934239864 0.059339 -0.108257 0.019159 0.498684 -9.556639 -2.669160
1650458754939216852 0.061084 -0.104766 0.006942 0.485551 -9.542254 -2.617840
1650458754944193840 0.055848 -0.113493 0.003451 0.507007 -9.571136 -2.608092
1650458754949170828 0.055848 -0.115238 -0.005276 0.535023 -9.583226 -2.599841
1650458754954148054 0.052358 -0.118729 -0.014002 0.553320 -9.550761 -2.602940
1650458754959125042 0.048867 -0.118729 -0.019238 0.563605 -9.505936 -2.614309
1650458754964102030 0.047122 -0.123965 -0.024474 0.583857 -9.484529 -2.595987
1650458754969079018 0.045376 -0.125710 -0.029710 0.643567 -9.495444 -2.591845
1650458754974055052 0.038395 -0.125710 -0.027965 0.698980 -9.498776 -2.600382
1650458754979032993 0.033159 -0.118729 -0.031456 0.738782 -9.511243 -2.579289
1650458754984009027 0.029668 -0.115238 -0.033201 0.775990 -9.554155 -2.589397
1650458754988986015 0.024433 -0.113493 -0.024474 0.800991 -9.568593 -2.608723
1650458754993577957 0.021212 -0.111883 -0.016423 0.800991 -9.579555 -2.650108
1650458754993963003 0.020942 -0.111748 -0.015748 0.800991 -9.580474 -2.653578
1650458754998939991 0.019197 -0.111748 -0.014002 0.771141 -9.569947 -2.675952
1650458755003916979 0.019197 -0.108257 -0.000040 0.746300 -9.588617 -2.679048
1650458755008893967 0.020942 -0.111748 -0.000040 0.730814 -9.610643 -2.686764
1650458755013870955 0.026178 -0.113493 0.013923 0.708879 -9.645229 -2.698385
1650458755018847942 0.024433 -0.118729 0.015668 0.711317 -9.688244 -2.738603
1650458755023824930 0.031414 -0.116984 0.024395 0.721260 -9.686587 -2.763758
1650458755028801918 0.033159 -0.122220 0.024395 0.731633 -9.633205 -2.758912
1650458755033778906 0.043631 -0.123965 0.027886 0.741823 -9.603088 -2.759247
1650458755038755894 0.045376 -0.122220 0.024395 0.748789 -9.592602 -2.736110
1650458755043732882 0.050612 -0.118729 0.029631 0.752124 -9.578345 -2.702971
1650458755048709869 0.050612 -0.116984 0.024395 0.752705 -9.537009 -2.653023
1650458755053537846 0.050612 -0.108518 0.024395 0.743659 -9.469528 -2.584874
1650458755053686857 0.050612 -0.108257 0.024395 0.743380 -9.467445 -2.582771
1650458755058663845 0.043631 -0.106512 0.017414 0.760492 -9.432998 -2.522869
1650458755063640833 0.038395 -0.103021 0.008687 0.790592 -9.413135 -2.482626
1650458755068618059 0.033159 -0.097785 0.006942 0.816978 -9.414605 -2.449767
1650458755073595047 0.022687 -0.097785 -0.000040 0.843916 -9.445072 -2.451683
1650458755078572035 0.012215 -0.087313 -0.001785 0.883695 -9.447817 -2.494643
1650458755083549023 0.005234 -0.082077 -0.005276 0.916048 -9.435385 -2.543718
1650458755088525057 -0.003493 -0.075096 -0.000040 0.928179 -9.440008 -2.604675
1650458755093502045 -0.005238 -0.066369 -0.003530 0.920047 -9.466532 -2.684445
1650458755098479033 -0.015710 -0.057643 0.003451 0.895785 -9.498234 -2.764443
1650458755103456020 -0.012219 -0.057643 -0.000040 0.873641 -9.530211 -2.848464
1650458755108433008 -0.013965 -0.059388 0.010432 0.867481 -9.558670 -2.925836
1650458755113409996 -0.005238 -0.066369 0.015668 0.867283 -9.576232 -2.973028
1650458755113497972 -0.005115 -0.066246 0.015822 0.867280 -9.576500 -2.973482
1650458755118386984 0.001743 -0.059388 0.024395 0.867132 -9.591458 -2.998728
1650458755123363972 0.008725 -0.061133 0.038358 0.849769 -9.588472 -2.992737
1650458755128340960 0.013961 -0.064624 0.048830 0.814705 -9.546342 -2.952872
1650458755133317947 0.022687 -0.069860 0.059302 0.785180 -9.502762 -2.921868
1650458755138294935 0.020942 -0.062879 0.066283 0.755600 -9.469453 -2.874630
1650458755143271923 0.015706 -0.059388 0.068028 0.730471 -9.467527 -2.795541
1650458755148248911 0.008725 -0.048916 0.073264 0.691520 -9.502458 -2.726467
1650458755153225899 -0.000002 -0.038444 0.075009 0.607738 -9.521060 -2.668096
1650458755158202887 -0.013965 -0.029717 0.069773 0.498221 -9.514029 -2.633822
1650458755163179874 -0.026182 -0.031463 0.062792 0.383619 -9.517831 -2.639875
1650458755168156862 -0.043635 -0.031463 0.064537 0.258714 -9.547967 -2.691314
1650458755173133850 -0.052362 -0.034953 0.055811 0.159312 -9.580116 -2.761994
1650458755173457861 -0.052930 -0.034953 0.054788 0.156418 -9.583091 -2.766607
1650458755178110838 -0.061089 -0.034953 0.040103 0.114883 -9.625797 -2.832825
1650458755183088064 -0.068070 -0.034953 0.026140 0.094248 -9.703413 -2.918620
1650458755188063860 -0.064579 -0.041935 0.012178 0.110672 -9.786361 -2.998241
1650458755193042040 -0.050617 -0.043680 -0.003530 0.154488 -9.860924 -3.062876
1650458755198017836 -0.043635 -0.048916 -0.012257 0.177425 -9.928506 -3.117620
1650458755202996016 -0.024437 -0.054152 -0.027965 0.198088 -9.963961 -3.172967
1650458755207973003 -0.006983 -0.055897 -0.040182 0.222596 -9.931596 -3.198377
1650458755212949038 0.013961 -0.057643 -0.047164 0.271245 -9.880859 -3.180280
1650458755217926979 0.031414 -0.064624 -0.052400 0.341419 -9.836994 -3.126368
1650458755222903013 0.041886 -0.069860 -0.055890 0.452188 -9.806914 -3.032292
1650458755227880001 0.050612 -0.069860 -0.045418 0.562525 -9.799870 -2.910260
1650458755232856989 0.054103 -0.069860 -0.036692 0.628890 -9.756898 -2.786002
1650458755233417988 0.053513 -0.070253 -0.035708 0.635941 -9.749544 -2.771741
1650458755237833977 0.048867 -0.073351 -0.027965 0.691454 -9.691645 -2.659465
1650458755242810965 0.043631 -0.087313 -0.001785 0.724528 -9.700470 -2.651820
1650458755247787952 0.024433 -0.089059 0.013923 0.691549 -9.656737 -2.671807
1650458755252764940 0.012215 -0.080332 0.033122 0.638220 -9.629126 -2.668291
1650458755257741928 0.005234 -0.068115 0.047084 0.607300 -9.635240 -2.681280
1650458755262718916 -0.008729 -0.071605 0.057556 0.548930 -9.639287 -2.701771
1650458755267695904 -0.020946 -0.082077 0.068028 0.462291 -9.685686 -2.761768
1650458755272672892 -0.022691 -0.083823 0.073264 0.398455 -9.715347 -2.829144
1650458755277649879 -0.024437 -0.082077 0.064537 0.348467 -9.724985 -2.889292
1650458755282626867 -0.017455 -0.075096 0.054066 0.325325 -9.734205 -2.902534
1650458755287603855 -0.012219 -0.069860 0.047084 0.335683 -9.731075 -2.899200
1650458755292580843 -0.008729 -0.061133 0.036612 0.315016 -9.678250 -2.878292
1650458755293378830 -0.007889 -0.059174 0.035773 0.310876 -9.675345 -2.869116
1650458755297557831 -0.003493 -0.048916 0.031376 0.289191 -9.660133 -2.821064
1650458755302535057 -0.001747 -0.045425 0.015668 0.283104 -9.688189 -2.759046
1650458755307512045 -0.005238 -0.043680 0.005196 0.261901 -9.697699 -2.735008
1650458755312487841 -0.005238 -0.045425 -0.000040 0.238996 -9.711717 -2.760977
1650458755317466021 -0.008729 -0.048916 -0.005276 0.233561 -9.690051 -2.807576
1650458755322443008 -0.008729 -0.047171 -0.008766 0.226692 -9.629500 -2.841926
1650458755327419043 -0.000002 -0.047171 -0.017493 0.246268 -9.605515 -2.856523
1650458755332396030 -0.001747 -0.054152 -0.012257 0.254045 -9.588384 -2.851364
1650458755337373018 0.001743 -0.062879 -0.014002 0.291408 -9.594310 -2.885863
1650458755342350006 0.005234 -0.071605 -0.015748 0.318590 -9.590188 -2.874888
1650458755347326994 0.010470 -0.071605 -0.015748 0.338853 -9.549942 -2.851986
1650458755352303982 0.012215 -0.066369 -0.019238 0.351530 -9.498858 -2.800637
1650458755353338957 0.012941 -0.065643 -0.018875 0.356940 -9.488246 -2.786453
1650458755357280970 0.015706 -0.062879 -0.017493 0.377547 -9.447825 -2.732429
1650458755362257957 0.010470 -0.055897 -0.014002 0.376619 -9.379575 -2.662109
1650458755367234945 0.008725 -0.052407 -0.019238 0.343764 -9.273409 -2.583707
1650458755372211933 -0.003493 -0.048916 -0.017493 0.320360 -9.224445 -2.527861
1650458755377188921 -0.019201 -0.040189 -0.019238 0.292535 -9.214368 -2.454332
1650458755382165909 -0.036654 -0.040189 -0.014002 0.238149 -9.246401 -2.311126
1650458755387142897 -0.061089 -0.059388 -0.014002 0.194786 -9.258902 -2.259466
1650458755392119884 -0.087269 -0.076841 -0.008766 0.220284 -9.332516 -2.577090
1650458755397096872 -0.090759 -0.050661 -0.001785 0.234173 -9.417709 -2.740014
1650458755402073860 -0.099486 -0.026227 -0.001785 0.193698 -9.393390 -2.724707
1650458755407050848 -0.095995 -0.036699 0.003451 0.177508 -9.432698 -2.812804
1650458755412027836 -0.092505 -0.047171 0.010432 0.175627 -9.485320 -2.888429
1650458755413298845 -0.091613 -0.052965 0.010432 0.171121 -9.493899 -2.901918
1650458755417005062 -0.089014 -0.069860 0.010432 0.157982 -9.518915 -2.941252
1650458755421982050 -0.082033 -0.069860 0.005196 0.076588 -9.577081 -2.888218
1650458755426959038 -0.076797 -0.073351 0.001706 -0.013221 -9.604688 -2.837641
1650458755431934834 -0.066325 -0.090804 0.001706 0.064986 -9.663240 -3.008723
1650458755436913013 -0.061089 -0.080332 -0.007021 0.102062 -9.661142 -3.001936
1650458755441889048 -0.054107 -0.073351 -0.012257 0.113591 -9.720498 -2.919060
1650458755446866035 -0.043635 -0.075096 -0.010512 0.150771 -9.735944 -2.874855
1650458755451843023 -0.040145 -0.085568 -0.024474 0.227145 -9.750584 -2.889295
1650458755456820011 -0.031418 -0.090804 -0.024474 0.315688 -9.802579 -2.899721
1650458755461796999 -0.031418 -0.082077 -0.036692 0.395991 -9.826205 -2.835036
1650458755466773987 -0.020946 -0.076841 -0.038437 0.484947 -9.842088 -2.848919
1650458755471750975 -0.022691 -0.069860 -0.031456 0.518029 -9.817973 -2.896291
1650458755473258972 -0.021634 -0.065100 -0.030927 0.518497 -9.808981 -2.896829
1650458755476727962 -0.019201 -0.054152 -0.029710 0.519571 -9.788297 -2.898065
1650458755481704950 -0.013965 -0.050661 -0.027965 0.548582 -9.759633 -2.887830
1650458755486681938 -0.006983 -0.045425 -0.017493 0.578270 -9.788888 -2.878003
1650458755491658926 -0.001747 -0.048916 -0.010512 0.559285 -9.816942 -2.858972
1650458755496635914 0.006979 -0.055897 0.003451 0.519687 -9.816428 -2.888368
1650458755501612902 0.010470 -0.061133 0.012178 0.460422 -9.773004 -2.868960
1650458755506589890 0.022687 -0.068115 0.019159 0.391239 -9.738130 -2.839471
1650458755511566877 0.029668 -0.073351 0.015668 0.361514 -9.685313 -2.808644
1650458755516543865 0.034904 -0.071605 0.017414 0.311749 -9.611344 -2.729883
1650458755521520853 0.031414 -0.075096 0.017414 0.233231 -9.605673 -2.700878
1650458755526497841 0.033159 -0.076841 0.008687 0.194902 -9.594257 -2.671723
1650458755531474829 0.033159 -0.075096 0.005196 0.195083 -9.630680 -2.651118
1650458755533218861 0.034382 -0.073873 0.003362 0.198308 -9.622993 -2.633085
1650458755536452055 0.036650 -0.071605 -0.000040 0.204289 -9.608741 -2.599651
1650458755541429043 0.031414 -0.075096 -0.008766 0.195839 -9.573188 -2.524485
1650458755546406031 0.033159 -0.071605 -0.014002 0.206328 -9.503983 -2.520240
1650458755551383018 0.026178 -0.075096 -0.022729 0.218996 -9.438245 -2.474626
1650458755556359053 0.022687 -0.057643 -0.033201 0.254914 -9.435364 -2.491693
1650458755561336994 0.001743 -0.047171 -0.038437 0.248026 -9.371757 -2.479273
1650458755566313982 -0.000002 -0.043680 -0.050654 0.272504 -9.391487 -2.457900
1650458755571290970 -0.010474 -0.048916 -0.050654 0.336337 -9.499610 -2.516195
1650458755576267004 -0.006983 -0.052407 -0.061126 0.354859 -9.536419 -2.551864
1650458755581243992 -0.015710 -0.047171 -0.055890 0.366060 -9.524861 -2.553882
1650458755586220980 -0.010474 -0.045425 -0.062872 0.388644 -9.493350 -2.573050
1650458755591197968 -0.015710 -0.055897 -0.064617 0.431452 -9.443004 -2.586596
1650458755593178988 -0.014321 -0.054508 -0.065312 0.454733 -9.441066 -2.578434
1650458755596174955 -0.012219 -0.052407 -0.066362 0.489944 -9.438136 -2.566090
1650458755601151943 -0.019201 -0.041935 -0.069853 0.536769 -9.458213 -2.540309
1650458755606128931 -0.026182 -0.033208 -0.062872 0.560167 -9.526979 -2.487534
1650458755611105919 -0.036654 -0.031463 -0.055890 0.549724 -9.592483 -2.478168
1650458755616082907 -0.040145 -0.029717 -0.047164 0.542709 -9.634954 -2.513527
1650458755621059895 -0.048871 -0.031463 -0.036692 0.540535 -9.635506 -2.530355
1650458755626036882 -0.050617 -0.034953 -0.024474 0.486116 -9.631034 -2.582223
1650458755631013870 -0.057598 -0.048916 -0.015748 0.452560 -9.608266 -2.649192
1650458755635990858 -0.055853 -0.055897 -0.008766 0.404740 -9.584618 -2.729171
1650458755640967846 -0.054107 -0.043680 0.001706 0.364673 -9.613886 -2.721953
1650458755645944834 -0.048871 -0.038444 0.003451 0.328973 -9.623162 -2.689029
1650458755650922060 -0.045381 -0.047171 0.012178 0.315147 -9.677146 -2.673534
1650458755653138876 -0.042271 -0.051835 0.010623 0.323495 -9.688929 -2.662874
1650458755655899048 -0.038399 -0.057643 0.008687 0.333887 -9.703600 -2.649603
1650458755660874844 -0.038399 -0.064624 0.001706 0.383743 -9.694194 -2.671815
1650458755665853024 -0.038399 -0.052407 -0.001785 0.426320 -9.710897 -2.664495
1650458755670829058 -0.036654 -0.048916 -0.012257 0.450911 -9.745951 -2.639853
1650458755675806999 -0.036654 -0.034953 -0.024474 0.490433 -9.792590 -2.635178
1650458755680783987 -0.038399 -0.024481 -0.029710 0.511924 -9.816518 -2.652937
1650458755685760021 -0.038399 -0.020991 -0.038437 0.481991 -9.814149 -2.700810
1650458755690737963 -0.036654 -0.024481 -0.048909 0.454811 -9.802879 -2.773079
1650458755695713997 -0.031418 -0.027972 -0.054145 0.443302 -9.790684 -2.841160
1650458755700690985 -0.026182 -0.033208 -0.068108 0.458953 -9.795290 -2.863536
1650458755705667973 -0.013965 -0.031463 -0.080325 0.503571 -9.801187 -2.849192
1650458755710644960 -0.005238 -0.036699 -0.080325 0.574330 -9.788754 -2.842272
1650458755713099957 -0.000072 -0.034116 -0.082047 0.599011 -9.776550 -2.833588
1650458755715621948 0.005234 -0.031463 -0.083815 0.624362 -9.764014 -2.824668
1650458755720598936 0.010470 -0.033208 -0.073344 0.674411 -9.739329 -2.794992
1650458755725575924 0.017451 -0.031463 -0.073344 0.718225 -9.689544 -2.727679
1650458755730552912 0.033159 -0.031463 -0.057636 0.735421 -9.625458 -2.677027
1650458755735529900 0.029668 -0.027972 -0.052400 0.729267 -9.577045 -2.633218
1650458755740506887 0.029668 -0.026227 -0.047164 0.736527 -9.542193 -2.573589
1650458755745483875 0.029668 -0.024481 -0.040182 0.738814 -9.549032 -2.533999
1650458755750460863 0.019197 -0.027972 -0.033201 0.704973 -9.601878 -2.498992
1650458755755437851 0.015706 -0.024481 -0.029710 0.679639 -9.624569 -2.499060
1650458755760414839 0.012215 -0.020991 -0.027965 0.675944 -9.609888 -2.541019
1650458755765391827 0.008725 -0.017500 -0.024474 0.669859 -9.596834 -2.566850
1650458755770369053 0.005234 -0.008773 -0.024474 0.669880 -9.589533 -2.590452
1650458755773059845 0.006178 -0.007830 -0.021643 0.676237 -9.595893 -2.606554
1650458755775346041 0.006979 -0.007028 -0.019238 0.681637 -9.601295 -2.620233
1650458755780323029 0.010470 -0.000047 -0.027965 0.703297 -9.617619 -2.649975
1650458755785300016 0.012215 0.001699 -0.026220 0.696802 -9.617521 -2.671612
1650458755790277004 0.012215 0.012171 -0.022729 0.667169 -9.582147 -2.677197
1650458755795253992 0.015706 0.019152 -0.020984 0.650235 -9.557747 -2.660128
1650458755800230980 0.012215 0.020897 -0.019238 0.654672 -9.548122 -2.628897
1650458755805207968 0.010470 0.022643 -0.017493 0.642844 -9.530840 -2.600215
1650458755810184956 0.006979 0.020897 -0.017493 0.607433 -9.539879 -2.565489
1650458755815161943 0.001743 0.019152 -0.014002 0.577205 -9.586647 -2.554749
1650458755820137978 -0.001747 0.017407 -0.014002 0.542450 -9.617626 -2.574609
1650458755825114965 -0.006983 0.013916 -0.008766 0.493193 -9.620284 -2.590934
1650458755830091953 -0.008729 0.020897 -0.007021 0.433399 -9.622096 -2.586853
1650458755833019972 -0.007702 0.018844 -0.005994 0.406639 -9.634930 -2.589941
1650458755835068941 -0.006983 0.017407 -0.005276 0.387911 -9.643912 -2.592103
1650458755840045929 -0.008729 0.015661 -0.001785 0.352774 -9.687480 -2.608016
1650458755845022917 -0.008729 0.001699 0.005196 0.312665 -9.716190 -2.633564
1650458755849999905 -0.001747 -0.001792 0.005196 0.292818 -9.730972 -2.658586
1650458755854976892 -0.000002 -0.010519 0.005196 0.292748 -9.736612 -2.678749
1650458755859953880 0.006979 -0.017500 0.005196 0.282457 -9.721510 -2.703240
1650458755864930868 0.012215 -0.020991 0.001706 0.262655 -9.701679 -2.717777
1650458755869907856 0.019197 -0.020991 -0.007021 0.216287 -9.677946 -2.701342
1650458755874884844 0.022687 -0.026227 -0.003530 0.152251 -9.643305 -2.667256
1650458755879861832 0.026178 -0.034953 -0.022729 0.119895 -9.638075 -2.643219
1650458755884839058 0.024433 -0.038444 -0.033201 0.121245 -9.617399 -2.595501
1650458755889816046 0.022687 -0.040189 -0.040182 0.193419 -9.579315 -2.508063
1650458755892979860 0.017139 -0.054613 -0.043511 0.250937 -9.629208 -2.527886
1650458755894793034 0.013961 -0.062879 -0.045418 0.283897 -9.657798 -2.539246
1650458755899770021 -0.000002 -0.061133 -0.055890 0.330419 -9.668581 -2.610473
1650458755904747009 -0.003493 -0.040189 -0.062872 0.343093 -9.623827 -2.651079
1650458755909723997 -0.005238 -0.026227 -0.068108 0.372751 -9.599057 -2.682389
1650458755914700985 -0.012219 -0.012264 -0.080325 0.393053 -9.548967 -2.695384
1650458755919677973 -0.012219 -0.012264 -0.085561 0.380953 -9.544088 -2.723413
1650458755924654961 -0.012219 -0.017500 -0.097778 0.397408 -9.582257 -2.757324
1650458755929631948 -0.012219 -0.015755 -0.096033 0.449355 -9.618852 -2.762384
1650458755934608936 -0.005238 -0.012264 -0.104759 0.471576 -9.623747 -2.733618
1650458755939584970 -0.000002 -0.008773 -0.108250 0.503263 -9.626562 -2.693677
1650458755944561958 0.003489 -0.019245 -0.109995 0.565538 -9.677386 -2.673172
1650458755949538946 0.005234 -0.024481 -0.104759 0.641337 -9.737248 -2.650400
1650458755952939987 0.006427 -0.023289 -0.101181 0.682406 -9.737262 -2.638549
1650458755954515934 0.006979 -0.022736 -0.099523 0.701436 -9.737268 -2.633058
1650458755959492922 0.017451 -0.015755 -0.090797 0.725160 -9.688743 -2.628824
1650458755964469910 0.017451 -0.020991 -0.076834 0.715369 -9.648294 -2.621721
1650458755969446898 0.019197 -0.024481 -0.064617 0.689130 -9.589636 -2.611284
1650458755974423885 0.017451 -0.026227 -0.054145 0.645868 -9.551402 -2.601300
1650458755979400873 0.013961 -0.020991 -0.050654 0.589347 -9.533337 -2.550493
1650458755984377861 0.015706 -0.017500 -0.036692 0.550562 -9.539175 -2.474629
1650458755989354849 0.010470 -0.012264 -0.034946 0.506481 -9.561431 -2.417119
1650458755994331837 0.003489 -0.020991 -0.031456 0.477877 -9.588334 -2.382383
1650458755999309063 -0.006983 -0.024481 -0.026220 0.464817 -9.631814 -2.382003
1650458756004286051 -0.015710 -0.027972 -0.024474 0.454277 -9.703739 -2.407469
1650458756009263039 -0.020946 -0.024481 -0.024474 0.436431 -9.763017 -2.474727
1650458756012899876 -0.026047 -0.025757 -0.023199 0.426958 -9.795755 -2.533227
1650458756014240026 -0.027927 -0.026227 -0.022729 0.423467 -9.807819 -2.554785
